id,equipment_id,scheduled_date,completed_date,maintenance_type,description,parts_replaced,cost,technician_name,predicted_failure_component,ml_confidence_score,downtime_hours,is_completed,created_at
275a81f7-e5de-48f7-a8e3-4514d99a0ed8,1fbdaec0-ea2a-4672-aa52-3ffdb94ed007,2025-03-17,2025-03-22,predictive,Predictive maintenance: electrical service,[],1363.47,Megan May,belts,0.883,13.0,True,2025-03-14
8ff195f6-d652-4e3b-a74b-dd2b91b6601f,edd08cfa-27bd-43ea-a9de-619405ee2af8,2024-10-19,2024-10-24,predictive,Predictive maintenance: hydraulic_system service,"[""filters""]",253.05,Kenneth Nash,filters,0.945,20.9,True,2024-10-10
28667126-abbc-4f13-88f2-cb0dd3919d08,0011544a-5ae6-409e-a953-1496a9ee0b68,2025-07-25,2025-07-27,emergency,Emergency maintenance: filters service,"[""transmission"", ""engine""]",920.11,Katherine Donovan,,,2.2,True,2025-07-15
e788de96-a3c4-4ca6-96ca-14e85bf8268c,e4269275-0324-471a-a492-bfe7425a20ab,2026-07-23,2026-07-25,inspection,Inspection maintenance: transmission service,[],1283.51,Danielle Harrell,,,12.6,True,2026-07-20
0fc94b49-7e3a-47a3-98de-068668023db5,e4c7d5f6-acdd-4e38-bdd2-468471426d0c,2025-10-31,,predictive,Predictive maintenance: electrical service,"[""bucket""]",40.65,Alexis Roth,hydraulic_system,0.821,2.7,False,2025-10-28
f98f0da0-bf14-4977-b996-a7d45514f2eb,f90a7087-1dfb-4b75-af42-add5c13d5e8a,2026-03-04,,scheduled,Scheduled maintenance: hydraulic_system service,"[""filters"", ""engine"", ""tracks/tires""]",350.85,James Flowers,,,7.4,False,2026-02-25
b6657888-666e-499b-9057-363ccb6040df,a7037454-abe4-4fbb-9b42-86d1f7928404,2026-03-30,2026-03-30,scheduled,Scheduled maintenance: filters service,"[""filters"", ""hydraulic_system"", ""tracks/tires""]",102.43,Amber Wright,,,2.1,True,2026-03-19
bbc6ee0d-431f-45c7-ab84-4fa3b8b0336b,2a3e913c-f1f7-4092-942d-a5b2787c31f6,2025-09-23,2025-09-26,predictive,Predictive maintenance: bucket service,[],57.05,Alex Neal,boom,0.903,7.1,True,2025-09-10
fe9d90e0-a1b3-43e2-82cc-39d517837ddc,3a76d8e4-e510-4b2d-af15-231bf99e8c49,2026-02-14,2026-02-16,inspection,Inspection maintenance: boom service,[],243.25,Jonathan Lawson,,,2.5,True,2026-02-08
b1a8c92d-1957-40fd-bdc0-b405112e3561,8c452087-0c9b-400b-96f8-f88881baa3f3,2025-04-24,2025-04-26,predictive,Predictive maintenance: engine service,[],548.7,Brandi Salinas,filters,0.693,0.5,True,2025-04-17
fd5c66df-82b8-494e-929d-38171abd2aa1,9238ff1c-1a62-41b7-931f-170b0ad7e1d5,2025-09-05,2025-09-07,scheduled,Scheduled maintenance: bucket service,"[""electrical"", ""bucket"", ""tracks/tires""]",58.88,Leslie Mccarthy,,,2.4,True,2025-08-28
3cde6f3b-eefb-4b6b-8e9b-ca536f19129f,a3d0eceb-f048-4f7e-b169-f455e9fd6f1b,2025-06-18,2025-06-22,scheduled,Scheduled maintenance: belts service,"[""tracks/tires"", ""bucket"", ""transmission""]",495.58,Meredith Hill,,,3.7,True,2025-06-05
6d2b7770-c1f3-4708-9527-e79b3658a9bf,881083bb-88bd-45a5-8974-ab4b05d6cd1e,2025-09-15,2025-09-18,scheduled,Scheduled maintenance: hydraulic_system service,"[""engine"", ""boom""]",410.21,Eric Hopkins,,,0.8,True,2025-09-08
fa521800-a3b1-4008-8cab-08a324146397,bb7743e5-e6a4-4456-b11e-b3eaaa5202b1,2025-04-09,2025-04-12,inspection,Inspection maintenance: filters service,[],146.8,Tara Smith,,,11.6,True,2025-03-27
d5f24eec-8eb8-46d5-a9e6-67dcd386c2d8,100655ab-bd0a-4ad9-8880-a4f666f79d40,2024-12-10,2024-12-12,predictive,Predictive maintenance: hydraulic_system service,"[""electrical""]",498.73,Monica Brown,boom,0.818,1.1,True,2024-11-30
4e3af134-9d6e-4273-8a09-56a22313d9db,ec4390c1-d585-4a47-a160-207344ae5b17,2024-10-27,2024-10-30,inspection,Inspection maintenance: boom service,"[""transmission"", ""boom"", ""belts""]",137.3,Andrew Smith,,,9.1,True,2024-10-24
456a7ee8-1e7a-494b-b65e-c2992f42576b,ef44a4bf-5551-4082-a8dc-30786d09e2be,2026-01-02,2026-01-07,inspection,Inspection maintenance: filters service,"[""transmission"", ""filters""]",238.78,David Mclean,,,6.4,True,2025-12-24
6a58f2c4-d013-41fa-a606-fe2ada74f884,1bd492aa-2713-42fc-81df-a98e116b5a59,2025-09-08,2025-09-09,predictive,Predictive maintenance: transmission service,"[""tracks/tires"", ""electrical"", ""transmission""]",410.05,Terry Tran,electrical,0.696,4.6,True,2025-09-03
1778a09a-115f-4600-a3b0-1775a8a46b93,a92a8d5c-7f8d-4b9b-a85a-69e6c738f472,2026-02-03,2026-02-08,inspection,Inspection maintenance: electrical service,"[""hydraulic_system"", ""boom"", ""engine""]",0.02,Leah Perez,,,4.4,True,2026-01-23
972f4b59-991d-48fd-93cd-5b1c15cab055,67bb39ff-2ab4-4470-85a5-4fb2bf5e4f06,2024-08-02,2024-08-03,scheduled,Scheduled maintenance: boom service,"[""hydraulic_system""]",553.2,Julian Smith,,,17.4,True,2024-07-28
ab02f626-8165-4009-a68a-355f8e83c43a,7edcfa59-db28-4bba-9f31-5f2b6b39f147,2026-04-20,2026-04-20,emergency,Emergency maintenance: tracks/tires service,"[""tracks/tires""]",1824.77,Mark Welch,,,0.8,True,2026-04-10
b56c1a88-a164-43fa-a8a0-51c50ed59d9b,bd48f4eb-f956-4bb1-ac06-a1f66fd2f811,2024-12-31,2025-01-03,predictive,Predictive maintenance: belts service,[],852.0,Sabrina Johnson,engine,0.83,7.7,True,2024-12-29
ab79a57e-6635-4cf7-96d0-47d7a91d2306,0a237b8c-0d71-4778-b797-fb586790d624,2024-09-24,2024-09-26,scheduled,Scheduled maintenance: hydraulic_system service,[],314.28,Barbara Pearson DDS,,,13.4,True,2024-09-17
1b6b9143-1fe6-44fc-8248-ff680c098ef6,dcb4322b-5363-4b63-8ea1-80390dbad145,2025-03-09,2025-03-14,predictive,Predictive maintenance: belts service,[],254.89,Jasmine Collins,hydraulic_system,0.916,14.5,True,2025-03-01
9edd386d-dcb3-4401-971f-d2d1eaf1e337,986ed0de-0337-4696-a3c9-0229d6ce8d66,2026-03-29,2026-03-30,predictive,Predictive maintenance: engine service,"[""transmission""]",539.13,Keith Estrada,filters,0.761,1.4,True,2026-03-15
3094406a-3219-413b-a6ca-049a6c217ea3,815040ba-e99b-4b90-8f09-ef80bca4e065,2026-03-15,2026-03-19,inspection,Inspection maintenance: bucket service,[],900.37,James Smith,,,19.2,True,2026-03-12
c9719c4e-8be1-4101-b9be-4d704fcc081b,edbfc236-f068-4c48-8c30-1763e4b6bf40,2025-01-08,2025-01-08,scheduled,Scheduled maintenance: electrical service,"[""transmission"", ""engine""]",459.51,Richard Jimenez,,,7.4,True,2024-12-31
7c066da2-a6a2-40ad-a08a-376bdffc3550,cb415840-0767-41a7-9e53-940076a20c84,2025-06-03,2025-06-04,emergency,Emergency maintenance: bucket service,"[""electrical"", ""belts""]",176.57,John Bowman,,,21.9,True,2025-05-28
dd34da49-6f8c-44e6-8e87-73c651b80e75,9e96e240-502d-4c40-93ab-735ed1290c24,2025-10-16,2025-10-20,predictive,Predictive maintenance: hydraulic_system service,"[""filters"", ""transmission""]",133.47,Jeffrey Johnson,electrical,0.84,1.9,True,2025-10-02
9b6bc606-47ee-41c5-879d-ebc7ee0f8ec6,4a319438-a622-4525-82e2-63c4e5e0c01f,2026-06-26,2026-06-29,scheduled,Scheduled maintenance: transmission service,[],2176.47,Jose Wood,,,5.3,True,2026-06-18
72b164a3-c398-45bb-8ecf-39b8cffc3eb0,2be59483-10b7-4e21-b720-b10876783841,2025-07-14,2025-07-14,scheduled,Scheduled maintenance: engine service,[],5.58,Alexis Smith,,,57.7,True,2025-07-07
a86f9622-3c97-457d-a736-5b2d92d60210,c00156b5-55c9-433a-bc23-a9d3164af256,2026-04-26,2026-04-30,predictive,Predictive maintenance: boom service,[],1.11,Yvonne White MD,electrical,0.855,0.8,True,2026-04-12
6d8112fb-3067-40ef-bbb1-c4017e1b1440,2fa01f07-a112-44e8-ac5d-57263f3da177,2026-01-25,2026-01-26,emergency,Emergency maintenance: transmission service,[],144.8,Kenneth Vargas,,,5.6,True,2026-01-22
90f3e024-f64e-4162-9a24-22902790db1b,f7e2d4bb-1c8c-42bd-8c1a-e0424303bb7f,2025-11-24,2025-11-27,scheduled,Scheduled maintenance: electrical service,[],612.84,Rodney Martin,,,3.6,True,2025-11-22
10d0da1b-2bc2-4ec8-b859-6860559678fc,ca73949f-0806-42b8-b607-c709518f50f9,2025-09-04,2025-09-09,scheduled,Scheduled maintenance: hydraulic_system service,"[""filters"", ""electrical"", ""transmission""]",690.21,Dana Larsen,,,11.2,True,2025-08-23
78665299-e37a-4852-969e-847190970efa,b6e5bbec-0b71-40db-9828-7d2eaa33b758,2024-11-23,2024-11-25,predictive,Predictive maintenance: boom service,"[""engine"", ""belts""]",1062.37,Aaron Johnson,filters,0.814,25.8,True,2024-11-21
b71b1a18-c13e-4858-9098-a4fe53042cf1,815d7246-1521-445a-a263-10529652cda7,2026-02-04,2026-02-04,scheduled,Scheduled maintenance: boom service,[],809.48,Kathy Foster,,,9.6,True,2026-01-30
90f374b9-72b3-43be-a318-a1aca682105f,4d1f93ef-9f20-4d42-95b3-50f240c48266,2026-04-07,2026-04-09,inspection,Inspection maintenance: hydraulic_system service,[],142.15,Henry Gutierrez,,,1.5,True,2026-03-30
1a886f5b-74af-48e0-9d84-c085106e227d,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2025-08-12,2025-08-16,emergency,Emergency maintenance: transmission service,[],171.72,Sara Ball,,,11.8,True,2025-08-05
ed87243f-6d19-4fd5-b75b-48a6c96b9360,13e5f0b8-a79e-4d1f-b512-352272732b0d,2025-02-10,2025-02-13,inspection,Inspection maintenance: engine service,"[""boom"", ""transmission"", ""electrical""]",91.69,Ms. Gina Mcmillan,,,4.6,True,2025-02-02
c1c34a8e-0b97-4534-925b-806d44f6ac11,7e9b8e5b-6b9a-4618-9cac-4ea81c4ac4ac,2026-04-30,2026-05-01,inspection,Inspection maintenance: engine service,[],814.64,Terri Schroeder,,,3.8,True,2026-04-20
65330cf2-423c-47b2-b441-a4ab6ca770f1,7b574536-46e9-4cf0-a5c1-eba1f75963b8,2024-09-17,2024-09-20,scheduled,Scheduled maintenance: bucket service,[],24.94,Ruth Rodriguez,,,13.9,True,2024-09-14
8cb982c6-319b-46d1-9b5d-db8717e989c4,ee728683-9a28-4358-bf02-a91e1797df03,2025-06-21,2025-06-24,predictive,Predictive maintenance: tracks/tires service,"[""hydraulic_system"", ""filters""]",168.77,Tanner Payne,bucket,0.806,14.1,True,2025-06-18
f217f1ce-31d8-4c11-aed2-d2c12316eb16,64c0e7f6-be13-41da-8422-adf86c400857,2026-07-14,2026-07-17,predictive,Predictive maintenance: hydraulic_system service,"[""belts""]",1208.13,Erin Lee,tracks/tires,0.685,0.4,True,2026-07-09
0c24690f-95e6-43a9-8484-0fc4cf75b533,6af0c8ad-c01b-4298-8b67-49018447806d,2026-05-10,2026-05-13,emergency,Emergency maintenance: bucket service,"[""electrical"", ""hydraulic_system"", ""engine""]",441.49,Johnny Carney,,,11.6,True,2026-05-07
7cd42687-1e43-4db8-a662-1f171277b68c,dd56e682-c874-40c4-ad19-d047d8dfd8dc,2025-05-24,2025-05-29,scheduled,Scheduled maintenance: tracks/tires service,"[""filters"", ""boom"", ""hydraulic_system""]",94.73,Jerry Walton,,,9.8,True,2025-05-13
e336fe7f-1191-48f8-a7c5-e92b93c5098b,0ff4f72d-1e18-4022-849e-5d7cfc79132d,2026-01-23,2026-01-25,scheduled,Scheduled maintenance: filters service,[],415.25,Angela Ford,,,4.7,True,2026-01-19
91b0291b-34ed-4abe-a8e1-ef3bf84b64a0,04713cc6-70a5-4613-b316-15a2911c362d,2026-01-16,2026-01-18,scheduled,Scheduled maintenance: tracks/tires service,"[""bucket"", ""belts"", ""transmission""]",229.17,Amy Meza,,,16.3,True,2026-01-08
642f5343-6584-497e-864e-973fd71304a2,d6404735-7330-4ec0-ab86-55b0da250958,2025-10-28,2025-10-31,predictive,Predictive maintenance: transmission service,"[""tracks/tires"", ""hydraulic_system"", ""bucket""]",99.03,Anthony Hansen,tracks/tires,0.918,11.1,True,2025-10-26
7166b457-595c-42b5-b45e-cf5e572541d7,9c2741b1-456c-4b57-9556-57c312f41ca6,2025-03-24,2025-03-27,inspection,Inspection maintenance: bucket service,"[""electrical"", ""boom""]",592.66,Timothy Malone,,,6.0,True,2025-03-15
64a39405-75df-4d56-8697-632685e596a2,e897043a-a106-4f82-8982-e2790f64646c,2026-05-28,2026-06-01,predictive,Predictive maintenance: engine service,"[""boom""]",748.78,Casey Strong,tracks/tires,0.945,6.8,True,2026-05-15
e47dfec5-6833-4f9d-8047-c419e7cba908,2b98e130-e6ae-438b-bcf6-a122ba1e33b2,2024-08-12,2024-08-13,inspection,Inspection maintenance: filters service,"[""transmission"", ""engine""]",1230.3,Mackenzie Gonzales,,,1.9,True,2024-08-04
6e576275-6217-442c-a4f1-ecdab59528e4,48f2f853-5975-4db9-858c-3f5564530e33,2025-06-27,2025-06-30,scheduled,Scheduled maintenance: belts service,"[""bucket""]",266.09,Amanda Jones,,,1.1,True,2025-06-24
17070d69-0d37-4cca-a958-625e99887932,f6efd6c6-f920-4a49-a686-816b436f93d6,2024-11-27,2024-12-02,inspection,Inspection maintenance: boom service,"[""electrical"", ""bucket""]",177.52,Jacob Ruiz,,,0.7,True,2024-11-23
6228fc9e-0f97-4596-86a3-b827be64f890,e8a114b7-cf32-44df-8c23-271167d56b06,2024-12-20,2024-12-25,emergency,Emergency maintenance: tracks/tires service,"[""boom""]",46.85,Jonathan Reynolds,,,1.1,True,2024-12-07
cb34ba70-56cf-4c5d-ba7b-f6b4b6dcc708,36c9eddd-1e7f-455d-9179-0ddfff792ce4,2025-09-28,2025-09-28,inspection,Inspection maintenance: boom service,"[""transmission"", ""bucket""]",384.42,Michael Barron,,,14.1,True,2025-09-16
080f7ccd-0e7f-49dd-b6cd-78e91b040407,9f88c744-8230-419d-ac44-8c12c45aec98,2025-08-04,2025-08-09,scheduled,Scheduled maintenance: electrical service,"[""transmission"", ""boom"", ""belts""]",711.97,Sierra Horton,,,7.5,True,2025-08-01
c393b03e-1b61-4c7d-b944-74eee1e65881,534fb71e-7d96-4dc5-a491-a1d814dcb3df,2026-01-03,,emergency,Emergency maintenance: engine service,"[""filters"", ""transmission"", ""belts""]",508.61,Adam Leonard,,,12.0,False,2025-12-25
6cd1c425-991e-4201-996c-db622c7f800f,8eba96a4-686f-4a58-9453-a156502b68e7,2025-04-21,2025-04-24,inspection,Inspection maintenance: electrical service,"[""engine"", ""belts""]",198.31,Jared Elliott,,,0.0,True,2025-04-08
5300cc0b-45b5-4b66-bc7d-d0433502f3c0,de6f35a4-8918-4ceb-8c5d-a5f7f38dacd2,2025-08-23,2025-08-25,predictive,Predictive maintenance: engine service,[],67.37,Gary Liu,electrical,0.703,5.4,True,2025-08-09
9f8a1675-713c-4f22-b908-28bd76f2589b,0ff4f72d-1e18-4022-849e-5d7cfc79132d,2024-12-15,2024-12-16,emergency,Emergency maintenance: engine service,[],945.64,Catherine Stephens,,,6.7,True,2024-12-02
905bf713-9a77-41da-8e0b-2ed573864c47,4a319438-a622-4525-82e2-63c4e5e0c01f,2025-08-06,2025-08-06,scheduled,Scheduled maintenance: boom service,"[""bucket"", ""boom""]",96.75,Mary Le,,,13.6,True,2025-08-01
84575cf4-fb01-4a4b-af7f-13c90abd922e,7e86d71b-0994-4f4d-9508-ee14aca63127,2025-08-09,2025-08-11,scheduled,Scheduled maintenance: filters service,"[""bucket"", ""boom""]",47.66,Jordan Wood,,,13.4,True,2025-08-01
3e010ce2-86a4-4e39-a6c6-13ed8e756aa4,d024093d-cb09-4d73-8df9-85052f0d96b9,2025-04-15,2025-04-17,inspection,Inspection maintenance: boom service,[],896.73,Eric Matthews,,,2.4,True,2025-04-13
b10ac0f5-1a30-4a6d-93ab-59605494c417,df4f38b9-53b3-46ee-ab94-c3670497d72e,2025-06-29,2025-06-30,inspection,Inspection maintenance: belts service,"[""electrical"", ""filters"", ""belts""]",432.71,Charles Wood,,,0.3,True,2025-06-25
23980aeb-1faa-4288-819c-e262b61a1483,7e9b8e5b-6b9a-4618-9cac-4ea81c4ac4ac,2024-10-30,2024-11-03,predictive,Predictive maintenance: filters service,"[""boom""]",2033.08,Casey Ayala,transmission,0.809,3.9,True,2024-10-22
96bd81cc-0e54-4754-8b88-a1b103474be7,c434975b-7e94-456a-94ca-57a4819e0e72,2026-07-05,2026-07-10,predictive,Predictive maintenance: filters service,[],453.61,Benjamin Alvarez,engine,0.762,13.8,True,2026-06-26
f16354bd-1ad4-49b5-8a47-74c4f569706d,aff917c0-34d6-401d-9f56-a82a97bbd96f,2024-11-07,2024-11-10,scheduled,Scheduled maintenance: boom service,"[""electrical"", ""tracks/tires""]",589.79,Kristin Palmer,,,13.5,True,2024-10-25
8f8fe7cb-f519-4493-bded-a93017c95855,90fa2865-4ccb-475d-9d8e-a88abca7b3f3,2025-01-14,2025-01-15,scheduled,Scheduled maintenance: filters service,"[""boom"", ""electrical"", ""hydraulic_system""]",187.32,Joshua Long,,,3.4,True,2025-01-03
c3b5a0ee-3e95-4058-86a8-edc14903ac28,eee8b666-c615-4da7-a05e-3c827d540624,2026-02-23,2026-02-24,inspection,Inspection maintenance: bucket service,[],27.01,Mark Adams,,,33.0,True,2026-02-09
1c7c150e-7153-4330-a57f-067a33660949,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2025-12-06,2025-12-10,predictive,Predictive maintenance: filters service,[],471.12,Ashley Wolfe,tracks/tires,0.71,3.4,True,2025-11-29
c7fafbed-b578-401f-a4d3-05c822f6f6dd,585722cb-3d5f-42da-8de2-7c764b80bdd5,2025-11-02,2025-11-02,inspection,Inspection maintenance: filters service,"[""hydraulic_system""]",249.46,Angela Hickman,,,5.2,True,2025-10-27
4599d86c-9bd6-456b-a96d-53f5fd51b455,01194123-b1ee-4dc5-a5b2-846bba440301,2025-11-21,2025-11-21,scheduled,Scheduled maintenance: belts service,"[""engine""]",632.62,Kayla Garrison,,,9.9,True,2025-11-07
eef5addb-ab3c-4a13-91ef-f5759d2decc5,00dfc27a-dd6a-4526-8f65-77ab0420d66f,2025-08-26,2025-08-30,emergency,Emergency maintenance: transmission service,"[""transmission"", ""filters""]",869.83,Shelley Villanueva,,,0.0,True,2025-08-12
ee3577e9-4913-415b-90b7-294f04d38ed5,bd48f4eb-f956-4bb1-ac06-a1f66fd2f811,2025-11-02,2025-11-07,predictive,Predictive maintenance: hydraulic_system service,[],2120.73,Kelly Campbell,filters,0.792,5.5,True,2025-10-29
1119f728-62b9-4df2-9211-281a1686fd8e,ef44a4bf-5551-4082-a8dc-30786d09e2be,2025-11-24,2025-11-29,emergency,Emergency maintenance: transmission service,"[""belts""]",1126.41,Alan Brown,,,2.6,True,2025-11-13
bacf30a6-0962-45c4-ad32-5b40f6e08f5e,0e2e2d65-7058-4484-8176-fc5c68adb06f,2026-01-26,2026-01-30,scheduled,Scheduled maintenance: engine service,[],306.77,Justin Perry,,,4.1,True,2026-01-21
4ef0bf83-9afa-40f1-a13e-61797ed03130,a974cd4a-dc4d-4da0-a45d-4bafe4e9a602,2026-05-06,2026-05-11,scheduled,Scheduled maintenance: engine service,"[""engine"", ""boom""]",56.76,Jeffery Cruz,,,0.6,True,2026-05-02
bd63db7d-0ea2-4ddb-9029-b246d0faa1c9,39cbbc93-29f2-4e0d-ba49-2ad2f95c25a6,2025-05-08,2025-05-11,inspection,Inspection maintenance: tracks/tires service,"[""filters""]",734.63,Kevin Thompson,,,5.4,True,2025-04-26
0ccd721a-11d8-4e0a-a58b-4a5af4d3dcdf,4f13b177-7a7a-40e6-bec3-6d41ae7f283a,2026-04-15,2026-04-16,predictive,Predictive maintenance: hydraulic_system service,"[""transmission"", ""belts""]",176.64,Samuel Pham,boom,0.684,10.9,True,2026-04-07
0b25134f-c9ce-4097-9eba-2d4d0edbda82,31742f32-cee0-4b3f-81ad-3b795aebf7f5,2025-05-29,2025-05-29,scheduled,Scheduled maintenance: hydraulic_system service,[],554.09,Dana Leonard,,,1.9,True,2025-05-26
ca988aba-b386-4d59-9e7e-aaf650849bc0,6eefc392-0b72-48dc-a5c8-10df35c151f3,2024-12-21,2024-12-21,scheduled,Scheduled maintenance: electrical service,"[""tracks/tires"", ""transmission""]",273.43,Shawn Sanders,,,0.9,True,2024-12-10
0f6e72c5-ee98-414b-8fd7-fa14e261af9f,2d860599-e5d8-4008-93a8-249e3808efb5,2024-10-31,2024-11-03,scheduled,Scheduled maintenance: electrical service,[],960.29,Stephen Williams,,,7.0,True,2024-10-20
0d066a16-f563-4d1f-8dbb-f937d6e927d9,fb8e252b-b60a-4ca7-93ef-511390a4a69b,2025-02-06,2025-02-08,scheduled,Scheduled maintenance: transmission service,"[""belts"", ""electrical""]",978.43,Patricia Santiago,,,8.5,True,2025-01-24
88c99ac4-1705-4048-9607-0e7fc90b86dc,864ac467-35cc-4602-b5c0-c8e8053a62d8,2024-11-14,2024-11-17,inspection,Inspection maintenance: filters service,"[""bucket"", ""electrical""]",1327.66,Brandon Larson,,,1.5,True,2024-11-02
394372d8-2c95-4c0b-a4fa-6dcdde696dad,3cd91b5a-e33b-4f47-b44f-9f339b017282,2025-06-19,2025-06-19,predictive,Predictive maintenance: bucket service,"[""tracks/tires""]",592.01,Sarah Collier,bucket,0.976,9.1,True,2025-06-15
ad372db8-53ff-420e-90d5-6d84f56936c0,7edcfa59-db28-4bba-9f31-5f2b6b39f147,2025-08-18,2025-08-21,scheduled,Scheduled maintenance: boom service,[],289.62,Kenneth Harris,,,8.9,True,2025-08-13
17440efa-3918-4276-b76d-82f8afaea6b7,d24f3bec-a830-4056-932b-c301019d66f6,2025-11-28,2025-12-02,predictive,Predictive maintenance: belts service,"[""boom"", ""belts"", ""filters""]",109.52,Robert Dodson,electrical,0.774,2.2,True,2025-11-24
522a1911-f300-400f-937b-5355aaa95015,c00156b5-55c9-433a-bc23-a9d3164af256,2026-02-20,2026-02-25,emergency,Emergency maintenance: hydraulic_system service,"[""boom""]",718.96,Stephanie Carter,,,9.0,True,2026-02-12
721e933f-3687-48ca-b562-49572d06bd32,7824d243-5ef9-4347-95e1-58acd2db6775,2025-06-06,2025-06-10,predictive,Predictive maintenance: electrical service,"[""engine"", ""bucket"", ""filters""]",101.5,Gregory Dixon,tracks/tires,0.825,0.1,True,2025-05-26
65d5e71f-805d-4f11-abcc-f8ba97da1a10,256ae1d6-28db-4a55-9f2f-f9c516aa084d,2025-03-22,2025-03-24,scheduled,Scheduled maintenance: filters service,"[""engine"", ""bucket"", ""transmission""]",1054.75,James Holland,,,0.1,True,2025-03-21
e408b66d-f5e8-4644-b6fc-76bdd0c4a738,0e23fea6-ff21-41cd-8b6a-4f609072d564,2024-12-31,2025-01-05,predictive,Predictive maintenance: belts service,"[""tracks/tires"", ""hydraulic_system""]",236.81,James Rivas,belts,0.849,0.9,True,2024-12-29
982ce7b1-6c95-4b33-855a-ea4468837ae6,d7a5d25c-f62d-4c8b-93eb-b9c95a477694,2025-05-10,2025-05-13,scheduled,Scheduled maintenance: electrical service,[],793.44,Robert Cruz,,,3.9,True,2025-05-01
e1e95ea6-67e1-4384-b1bb-d95c75f10354,13b5d722-8edd-41ee-9172-5643d815492f,2025-03-31,2025-04-01,scheduled,Scheduled maintenance: belts service,"[""tracks/tires""]",763.07,Christopher Martin,,,13.0,True,2025-03-25
194f1e38-6bbc-4eff-affa-ea967a2ec527,391860e9-8798-4e35-9e30-5f14351574d1,2026-01-18,2026-01-18,inspection,Inspection maintenance: bucket service,"[""tracks/tires"", ""bucket""]",200.44,Gail Castillo,,,29.7,True,2026-01-09
ba27bec2-8b6e-44a3-8b6a-a37960f2e68b,230650f2-7517-458c-9b85-c1f3b5badf91,2024-08-01,2024-08-02,scheduled,Scheduled maintenance: bucket service,"[""electrical""]",155.35,Donald Dunn,,,0.9,True,2024-07-22
59bcbd97-43f4-449f-84ca-479fb17256aa,c896ecf9-b9f5-46c4-9996-3f1f554699d7,2026-03-15,2026-03-18,emergency,Emergency maintenance: boom service,"[""belts"", ""boom"", ""hydraulic_system""]",61.9,William White,,,3.5,True,2026-03-09
d9d13e17-b939-4795-81e2-4d0f01423f63,230650f2-7517-458c-9b85-c1f3b5badf91,2026-05-27,2026-05-29,scheduled,Scheduled maintenance: engine service,[],8.82,Thomas Johnson,,,5.6,True,2026-05-25
10cf7278-45ef-4814-9e59-b718152df967,0e2e2d65-7058-4484-8176-fc5c68adb06f,2025-10-06,2025-10-08,emergency,Emergency maintenance: belts service,"[""transmission"", ""belts"", ""bucket""]",974.3,John Jordan,,,1.0,True,2025-09-28
a691b6ca-3b52-43ea-98aa-29202a068594,ce450d7c-8744-4bea-b762-ae5dea8c17fa,2025-12-03,2025-12-07,emergency,Emergency maintenance: electrical service,"[""filters"", ""boom"", ""bucket""]",1131.49,Melissa Vargas,,,1.0,True,2025-11-23
77c38556-cea2-4448-aa83-6e5e63c620d2,77346cdd-07e5-4da3-be4a-265af902aa5f,2026-06-29,2026-06-30,predictive,Predictive maintenance: transmission service,"[""hydraulic_system""]",208.25,Michael Sullivan,transmission,0.715,4.6,True,2026-06-16
16f06543-c72e-4ca8-8d16-31c7c6a3925d,c29204b5-14dc-46a7-8bc4-c01de4e97b63,2026-05-04,2026-05-05,predictive,Predictive maintenance: bucket service,"[""boom"", ""bucket"", ""belts""]",19.83,Katherine Hughes,filters,0.897,0.4,True,2026-04-30
7805dd33-37bf-439c-a057-ff2523d2a0f3,3be583ce-8dbc-4aa2-938b-b5e0b630c9d7,2025-02-24,2025-02-27,scheduled,Scheduled maintenance: hydraulic_system service,"[""engine"", ""hydraulic_system""]",255.19,Alexis Crawford,,,12.3,True,2025-02-21
85514e86-dd4a-4d14-a2ab-fb84d7975bc3,3f77bff8-e040-4597-b2da-60afc49d959a,2024-08-24,2024-08-26,inspection,Inspection maintenance: hydraulic_system service,[],277.01,Vicki Hill MD,,,8.3,True,2024-08-12
e7e3ca0e-f008-43c0-b16f-24d4b6ebc480,0ff4f72d-1e18-4022-849e-5d7cfc79132d,2024-12-25,2024-12-30,scheduled,Scheduled maintenance: boom service,"[""bucket"", ""electrical""]",310.7,Brandon Hines,,,17.2,True,2024-12-23
4f037201-40bc-4d28-9f45-d3b6b2401319,a974cd4a-dc4d-4da0-a45d-4bafe4e9a602,2026-06-28,2026-07-02,inspection,Inspection maintenance: hydraulic_system service,"[""transmission""]",525.2,Emily Freeman,,,0.1,True,2026-06-24
700ca3c0-c828-413f-8b7a-c14ff69347d5,6e44437b-ad21-4b20-a55d-80f42517c315,2026-01-13,2026-01-13,scheduled,Scheduled maintenance: filters service,"[""tracks/tires""]",719.84,Dale Lowe,,,12.3,True,2026-01-12
565bd77a-63f2-43e4-ab35-aa5639b33c4f,c5490413-d9aa-4570-96f4-375863a45061,2025-03-08,2025-03-11,predictive,Predictive maintenance: bucket service,"[""filters"", ""belts""]",732.11,Michelle Waters,electrical,0.799,4.5,True,2025-02-25
97f15e92-1ab7-41c7-a754-0c306c0f9da6,c69a04bd-a2d0-41a8-8fd8-fda8e023cd14,2025-01-23,2025-01-23,scheduled,Scheduled maintenance: transmission service,"[""hydraulic_system"", ""belts""]",2035.68,Sean Johnson,,,20.6,True,2025-01-12
