id,dealer_id,name,model,category,subcategory,serial_number,year_manufactured,status,health_score,daily_rate,hourly_rate,latitude,longitude,total_operating_hours,fuel_capacity,weight_tons,max_load_capacity,engine_power_hp,last_maintenance_date,next_maintenance_due,created_at
7d745603-179b-4273-bbc0-e1e6fa47306b,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT 330 Excavator,CAT 330,Excavator,Excavator-Small,EXC-WH788EG,2017,maintenance,94.3,2399.15,299.89,12.688635,85.922299,1064.6,561.8,36.8,18.7,311.0,2026-07-29,2027-01-19,2023-12-10T00:40:46
e1fd70f6-627d-4e4b-83eb-9cdc932452ed,6eedfe80-e252-41dc-b1b8-39024620b180,Liebherr LTM 1100 Crane,Liebherr LTM 1100,Crane,Crane-Large,CRA-YI499GI,2023,rented,77.6,4053.28,506.66,14.761811,74.998826,1722.6,644.1,36.8,162.7,414.0,2026-07-29,2026-12-12,2025-10-13T05:38:14
c896ecf9-b9f5-46c4-9996-3f1f554699d7,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Large,CRA-FN427BS,2022,available,100.0,2487.65,310.96,21.379546,83.368068,176.2,762.5,42.5,90.8,440.0,2026-07-29,2026-12-19,2025-03-30T02:33:34
2eb8d1d6-dd78-4042-aa8a-6baa498412c4,6eedfe80-e252-41dc-b1b8-39024620b180,Hyster H80FT Forklift,Hyster H80FT,Forklift,Forklift-Large,FOR-LE300HV,2024,rented,77.7,237.59,29.7,14.902735,74.979163,102.6,117.3,5.1,4.1,113.0,2026-07-29,2026-09-12,2023-09-04T10:23:59
ba46cbe8-e8ea-42e3-9f36-d94f02e45d49,6df896d4-0bf0-427a-bb13-fd7605254905,CAT 966 Loader,CAT 966,Loader,Loader-Small,LOA-AR851ZG,2018,rented,66.8,1658.56,207.32,17.88609,87.588583,410.9,446.9,24.4,17.4,317.0,2026-07-29,2026-11-03,2023-12-27T22:32:05
8a49cc71-9105-44fb-aaa2-87468d31f619,6df896d4-0bf0-427a-bb13-fd7605254905,Tadano GR-1000 Crane,Tadano GR-1000,Crane,Crane-Medium,CRA-KK080TV,2023,available,69.6,4814.63,601.83,18.459998,86.94373,1107.5,408.8,66.0,112.7,272.0,2026-07-29,2026-09-16,2026-07-03T17:13:34
5642a992-bebb-41f3-a1d4-3bb12ba707ce,435422c3-08e5-4ecd-b663-9e664da0afaa,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Large,GEN-FH802RK,2019,available,62.0,1167.38,145.92,23.279571,82.187712,5901.3,363.1,2.7,,283.0,2026-07-29,2026-09-05,2025-08-19T12:28:53
584e190b-7f62-4ff7-907a-d13964aa2c8f,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-VR092AD,2016,maintenance,71.3,1546.27,193.28,12.97477,85.554915,1591.9,553.8,45.2,46.1,360.0,2026-07-29,2026-10-26,2025-01-26T06:51:22
2773ef9f-ae14-4f4d-bb2c-52b34e45a83d,435422c3-08e5-4ecd-b663-9e664da0afaa,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Small,CRA-KA017NO,2016,available,100.0,2655.75,331.97,23.968655,81.999263,539.9,482.0,73.9,181.9,468.0,2026-07-29,2027-01-14,2024-02-07T18:23:00
04282037-65b0-44dd-8e2f-73c14e494cda,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 770 Dump Truck,CAT 770,Dump Truck,Dump Truck-Medium,DUM-DV056FN,2016,available,91.2,1347.16,168.4,21.223314,83.777869,2321.1,646.6,34.5,57.1,543.0,2026-07-29,2026-09-12,2025-07-02T02:45:36
2be59483-10b7-4e21-b720-b10876783841,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-AH404FC,2016,rented,76.8,1106.05,138.26,14.638973,75.035759,970.7,669.1,38.0,45.7,462.0,2026-07-29,2026-12-25,2024-05-30T00:41:22
4f13b177-7a7a-40e6-bec3-6d41ae7f283a,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Hyster H80FT Forklift,Hyster H80FT,Forklift,Forklift-Small,FOR-PX757HI,2023,available,74.0,284.43,35.55,21.319856,83.305314,12317.1,142.6,6.3,2.9,81.0,2026-07-29,2027-01-13,2024-07-24T02:42:25
ef023ed0-6345-4dfd-91cf-264ae49d47f0,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Komatsu PC200 Excavator,Komatsu PC200,Excavator,Excavator-Small,EXC-DW826WK,2020,available,85.3,1343.43,167.93,22.106256,83.606448,4038.1,336.7,34.5,21.5,349.0,2026-07-29,2026-10-31,2024-07-19T01:54:21
028c27db-b2f0-4ab0-bd73-8f72de255e77,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 336 Excavator,CAT 336,Excavator,Excavator-Small,EXC-EL415BM,2024,rented,83.8,849.92,106.24,21.940798,83.330842,292.9,413.7,39.5,21.7,209.0,2026-07-29,2026-09-07,2025-07-18T01:29:14
c434975b-7e94-456a-94ca-57a4819e0e72,6df896d4-0bf0-427a-bb13-fd7605254905,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Medium,GEN-KZ871BC,2019,retired,66.4,865.4,108.17,18.314279,87.21998,1132.2,307.3,6.0,,431.0,2026-07-29,2026-10-13,2026-04-26T19:43:25
360a96f9-887b-43ee-9b95-b432d1850af8,6df896d4-0bf0-427a-bb13-fd7605254905,CAT C15 Generator,CAT C15,Generator,Generator-Medium,GEN-NF255AS,2022,available,90.6,587.85,73.48,17.634614,87.108656,318.2,335.1,8.0,,360.0,2026-07-29,2026-11-25,2025-12-05T08:46:24
5db396a8-9563-450f-b718-8a2af4a5c278,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT 966 Loader,CAT 966,Loader,Loader-Medium,LOA-BP845HX,2020,rented,86.2,1360.97,170.12,12.555603,86.16882,11604.7,331.3,25.3,11.0,204.0,2026-07-29,2026-12-11,2025-03-04T08:53:18
0c312c42-76c0-4fd5-a0c3-c394c5555555,6eedfe80-e252-41dc-b1b8-39024620b180,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Medium,FOR-YJ735PQ,2022,available,91.0,416.23,52.03,14.064803,75.603073,728.2,108.6,6.8,7.4,66.0,2026-07-29,2026-09-19,2024-11-16T14:26:35
e3540d48-62ca-4f91-b4b8-6c2922c8c5bb,435422c3-08e5-4ecd-b663-9e664da0afaa,Volvo L120 Loader,Volvo L120,Loader,Loader-Large,LOA-WO684NR,2023,rented,72.3,1688.63,211.08,23.882635,82.040318,904.5,277.7,21.7,16.9,301.0,2026-07-29,2026-08-28,2025-09-12T16:55:58
a7037454-abe4-4fbb-9b42-86d1f7928404,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Large,GEN-RR629EE,2015,available,75.2,1187.88,148.49,13.347415,85.772679,128.8,457.5,4.3,,464.0,2026-07-29,2026-10-15,2025-05-21T22:02:21
d6b2dfcb-c3bf-426d-8204-3a05fc007a3c,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Small,GEN-PG098OK,2015,available,63.9,1455.37,181.92,13.156009,85.797393,54.5,448.8,4.3,,449.0,2026-07-29,2026-10-19,2023-09-03T15:31:36
d7510823-5557-4eac-845c-6f4030784241,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-AK963CR,2022,available,79.3,1771.9,221.49,14.070539,75.066269,1001.5,619.1,40.0,32.3,525.0,2026-07-29,2026-09-28,2024-06-05T10:23:02
47665766-7fef-4c04-bbf4-9c08b872b5b5,6eedfe80-e252-41dc-b1b8-39024620b180,Tadano GR-1000 Crane,Tadano GR-1000,Crane,Crane-Medium,CRA-PS010KO,2019,available,69.3,4961.6,620.2,14.622474,75.371235,1248.4,735.3,44.3,114.4,317.0,2026-07-29,2027-01-16,2026-04-02T08:58:20
bc90d5e7-ae38-4e79-9fc0-c57a30f96651,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 966 Loader,CAT 966,Loader,Loader-Large,LOA-JI630PT,2016,maintenance,64.1,1691.55,211.44,21.78704,83.950376,295.7,469.7,23.6,17.8,240.0,2026-07-29,2026-12-24,2024-06-10T09:08:00
98b237f2-21f1-44b2-926d-a40d7086ae19,6eedfe80-e252-41dc-b1b8-39024620b180,John Deere 850K Bulldozer,John Deere 850K,Bulldozer,Bulldozer-Medium,BUL-UZ398CI,2019,rented,81.6,1681.63,210.2,14.161123,75.0105,443.8,684.4,30.0,,397.0,2026-07-29,2027-01-05,2025-04-29T17:43:59
e3e0542c-edff-458e-babf-076f42ac3d26,435422c3-08e5-4ecd-b663-9e664da0afaa,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Medium,GEN-FS945TQ,2018,rented,72.6,1464.92,183.12,23.474579,81.751446,4635.9,341.9,9.9,,208.0,2026-07-29,2026-12-22,2024-11-01T22:51:25
5ae99346-70e5-4ecd-a761-37fc492ec014,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Tadano GR-1000 Crane,Tadano GR-1000,Crane,Crane-Medium,CRA-AT260GX,2016,rented,70.5,1659.77,207.47,12.569362,85.769456,1918.8,788.6,46.6,122.3,299.0,2026-07-29,2026-11-06,2026-02-28T08:40:50
bb0fe6b8-0fe1-460a-9f6a-a46d0e37c137,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Hamm HD 120 Compactor,Hamm HD 120,Compactor,Compactor-Large,COM-PC717UW,2015,rented,79.2,406.13,50.77,21.336909,83.15781,16.6,216.2,13.4,,180.0,2026-07-29,2026-11-08,2025-02-07T10:55:36
7c644664-aee1-4c28-8215-5c3573b6933f,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Medium,GEN-TI171WT,2022,available,56.1,1418.1,177.26,21.514855,83.208182,1042.2,385.1,2.9,,238.0,2026-07-29,2027-01-12,2026-02-03T08:27:21
be89a59d-5eb8-497f-a10f-fafd276fc398,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Small,FOR-KT856XF,2020,retired,72.0,453.1,56.64,12.840359,86.400253,1505.5,130.0,6.0,3.9,108.0,2026-07-29,2026-10-15,2026-02-06T03:09:45
d8625e97-dedf-4e3d-99e7-c89de008c037,6eedfe80-e252-41dc-b1b8-39024620b180,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Medium,FOR-KN887OF,2021,available,68.2,201.26,25.16,14.71387,75.669506,5960.7,82.8,7.4,3.5,97.0,2026-07-29,2026-09-08,2025-05-11T15:09:52
9b63fbf7-b54f-4b89-baf2-9ef56f3a28c8,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Small,FOR-ER634NK,2017,transit,74.8,242.6,30.32,12.509518,85.847413,4173.1,145.9,6.3,6.1,75.0,2026-07-29,2027-01-01,2025-08-01T16:26:39
ba5033b1-3a46-463d-b0a5-c4d5b24a7271,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Medium,COM-CL799BK,2022,available,63.2,1130.63,141.33,13.041911,86.366341,3032.6,308.6,11.2,,190.0,2026-07-29,2026-09-22,2026-04-24T04:49:49
57c7795e-6fcf-4160-bc8c-b96d21cbee0b,6df896d4-0bf0-427a-bb13-fd7605254905,CAT 330 Excavator,CAT 330,Excavator,Excavator-Medium,EXC-OB349MQ,2021,available,86.4,1563.05,195.38,17.577034,87.160084,2281.0,573.0,36.2,19.3,243.0,2026-07-29,2026-10-06,2024-11-24T01:04:17
e84407b2-d536-491d-a2b0-40d25cf3973c,6eedfe80-e252-41dc-b1b8-39024620b180,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Large,COM-HB852SE,2016,maintenance,91.8,723.12,90.39,14.073913,75.382452,5728.4,329.3,15.9,,123.0,2026-07-29,2026-11-20,2026-05-25T03:54:56
f8749ec0-d851-455c-83eb-60e4d29f6514,435422c3-08e5-4ecd-b663-9e664da0afaa,Hyster H80FT Forklift,Hyster H80FT,Forklift,Forklift-Small,FOR-KR979LA,2022,available,50.7,422.7,52.84,23.812977,82.185463,2618.2,128.2,4.9,3.0,80.0,2026-07-29,2027-01-13,2025-06-14T11:48:53
9522cc74-7330-47e0-bbb8-9b4e4146c7ee,435422c3-08e5-4ecd-b663-9e664da0afaa,Manitowoc 999 Crane,Manitowoc 999,Crane,Crane-Small,CRA-LW647RL,2018,available,67.6,2689.19,336.15,23.729142,81.858787,8792.3,402.7,49.3,168.8,399.0,2026-07-29,2026-09-20,2025-03-17T08:11:13
8e7ae8fd-f5b7-47d4-81a5-ec025a3a8869,6eedfe80-e252-41dc-b1b8-39024620b180,Volvo L120 Loader,Volvo L120,Loader,Loader-Small,LOA-ET830QW,2017,maintenance,59.5,1144.8,143.1,14.684572,74.980471,13277.6,371.4,15.4,17.6,315.0,2026-07-29,2026-11-12,2024-02-29T16:24:56
f0121863-a9db-450f-87c7-7ceb72d128e3,6df896d4-0bf0-427a-bb13-fd7605254905,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Small,COM-HD731YB,2019,available,69.1,710.39,88.8,17.652667,86.784067,94.3,313.4,14.6,,129.0,2026-07-29,2026-11-27,2024-04-07T08:51:22
3e3019fa-a267-4d7f-bb15-663440ce03d0,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Small,CRA-ZD672OO,2024,available,76.6,3610.3,451.29,13.256045,86.476655,6578.6,515.4,78.1,108.4,346.0,2026-07-29,2026-10-13,2024-10-01T12:53:03
1b7b60bf-0ac4-49da-966a-5a98b83418e1,435422c3-08e5-4ecd-b663-9e664da0afaa,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Medium,FOR-WE560GW,2022,available,81.4,525.02,65.63,23.973805,82.313527,2420.4,110.8,4.5,3.6,64.0,2026-07-29,2027-01-24,2024-08-09T19:09:30
de6f35a4-8918-4ceb-8c5d-a5f7f38dacd2,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Medium,DUM-QD978MC,2019,maintenance,48.3,880.96,110.12,14.440342,75.466152,2605.8,546.7,35.0,64.8,526.0,2026-07-29,2026-08-30,2025-05-05T06:30:39
cbf00e30-696a-43bb-bd02-c3a3847cc39c,6eedfe80-e252-41dc-b1b8-39024620b180,CAT 770 Dump Truck,CAT 770,Dump Truck,Dump Truck-Large,DUM-EJ822XW,2016,maintenance,89.2,1213.68,151.71,14.035758,75.315464,674.4,562.9,30.7,63.7,532.0,2026-07-29,2026-12-19,2023-11-25T00:00:28
f3f8dec1-94d5-4487-8e31-a079ec435a94,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Small,DUM-FG753UW,2019,rented,72.6,1058.5,132.31,13.306429,86.436684,4742.7,444.6,36.6,64.3,447.0,2026-07-29,2026-12-22,2026-01-21T07:38:47
7a484d66-c096-48a2-b5ca-78f101e878b5,6eedfe80-e252-41dc-b1b8-39024620b180,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Medium,FOR-LC101EK,2016,available,82.2,657.08,82.14,14.382839,75.351193,681.5,114.5,5.9,7.2,119.0,2026-07-29,2026-10-27,2025-02-07T05:54:11
7bf4bee1-2430-439e-b790-26268f6ade58,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Volvo A40 Dump Truck,Volvo A40,Dump Truck,Dump Truck-Large,DUM-VV930SX,2015,available,84.2,960.62,120.08,21.227104,83.975051,9373.9,531.7,46.2,61.3,362.0,2026-07-29,2026-12-07,2025-01-17T15:51:41
f7350500-fe8a-474d-8cfb-b541aa2bca3c,435422c3-08e5-4ecd-b663-9e664da0afaa,Volvo EC220 Excavator,Volvo EC220,Excavator,Excavator-Small,EXC-JR735YS,2022,rented,100.0,1175.27,146.91,23.945933,82.242473,10677.0,578.8,20.6,32.4,255.0,2026-07-29,2026-11-09,2025-02-18T03:28:22
c48d4d39-f7d0-4924-8e75-bb6a64ece904,6eedfe80-e252-41dc-b1b8-39024620b180,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Large,COM-HS881QT,2018,rented,64.6,407.09,50.89,14.994119,75.516739,9471.1,324.3,12.9,,101.0,2026-07-29,2026-10-31,2025-03-21T01:29:51
5c29d236-4463-4b2f-a1d6-4d3174be2073,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT D6 Bulldozer,CAT D6,Bulldozer,Bulldozer-Small,BUL-ES555ND,2015,rented,67.7,1285.7,160.71,23.965331,82.2488,4046.7,597.6,38.7,,411.0,2026-07-29,2026-11-15,2024-04-06T22:19:04
f6efd6c6-f920-4a49-a686-816b436f93d6,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Medium,COM-GP744HH,2016,available,63.6,419.6,52.45,21.423977,83.670219,3488.6,294.8,15.8,,170.0,2026-07-29,2026-11-11,2025-07-25T04:17:39
7b26b146-0b8b-4b6f-a925-7226c0054069,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT D8 Bulldozer,CAT D8,Bulldozer,Bulldozer-Medium,BUL-RF349QU,2017,maintenance,92.6,2363.5,295.44,23.324835,82.321951,6096.4,472.7,30.9,,236.0,2026-07-29,2027-01-13,2024-05-11T16:41:41
230650f2-7517-458c-9b85-c1f3b5badf91,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 770 Dump Truck,CAT 770,Dump Truck,Dump Truck-Medium,DUM-SV834VF,2019,transit,66.5,1908.0,238.5,21.522943,84.0272,4881.0,496.4,36.9,37.9,478.0,2026-07-29,2026-12-29,2025-03-16T18:39:43
78ab9fb2-0716-480a-9bad-035613f3b28e,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Small,COM-MD740GL,2022,available,63.9,918.25,114.78,23.334824,82.368536,1328.6,275.5,14.5,,159.0,2026-07-29,2026-09-16,2024-07-25T05:39:45
7b56dc04-e766-4ebb-8a09-abd5a2b0d99f,6df896d4-0bf0-427a-bb13-fd7605254905,Hyster H80FT Forklift,Hyster H80FT,Forklift,Forklift-Large,FOR-PX538QO,2016,available,54.5,373.98,46.75,18.055931,86.880669,1083.7,144.2,6.6,4.4,61.0,2026-07-29,2026-12-07,2025-03-06T06:52:42
30c0e668-7f1d-4cb6-be47-028c51896cb2,6eedfe80-e252-41dc-b1b8-39024620b180,Volvo L120 Loader,Volvo L120,Loader,Loader-Large,LOA-GI163PA,2020,rented,74.7,1498.37,187.3,14.313885,74.840053,167.6,377.8,15.7,14.1,279.0,2026-07-29,2026-11-03,2025-09-07T18:01:17
72c74929-fcc0-4e62-b81a-69e7d712dc30,6eedfe80-e252-41dc-b1b8-39024620b180,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Large,COM-EA899PG,2018,available,90.4,481.51,60.19,14.356532,75.110311,1140.6,326.4,13.1,,179.0,2026-07-29,2026-12-26,2023-10-22T17:04:58
38f9ff9c-c99e-4a6d-8c84-69f47f0d7c55,435422c3-08e5-4ecd-b663-9e664da0afaa,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Medium,COM-QK577HK,2016,maintenance,65.0,1149.06,143.63,23.887043,81.5959,1421.1,206.3,15.6,,193.0,2026-07-29,2026-12-24,2025-03-02T08:49:25
914f974b-1a14-4400-a630-5228c6c8979e,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Medium,FOR-KW814GG,2017,maintenance,71.8,309.68,38.71,21.396279,83.25069,6250.6,127.3,7.7,3.6,83.0,2026-07-29,2026-09-08,2024-05-12T18:23:57
45418852-2841-45b8-993c-98fa0322df4c,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT C15 Generator,CAT C15,Generator,Generator-Small,GEN-CY983IB,2016,maintenance,68.9,898.28,112.28,21.50296,83.986909,332.2,342.8,2.9,,354.0,2026-07-29,2026-10-27,2025-05-02T01:05:12
c2cb93cd-ef91-41d5-804b-e127e14d401f,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Large,FOR-FZ355CN,2020,available,73.7,449.48,56.19,21.837494,83.492251,2409.4,140.9,6.7,5.9,106.0,2026-07-29,2027-01-13,2026-06-03T02:34:41
1b648b73-4d61-4583-9733-c63854f6e8bc,6eedfe80-e252-41dc-b1b8-39024620b180,John Deere 850K Bulldozer,John Deere 850K,Bulldozer,Bulldozer-Medium,BUL-QG983NO,2016,rented,82.9,2303.28,287.91,14.734895,75.155545,440.6,593.4,28.7,,378.0,2026-07-29,2026-12-31,2023-08-13T16:32:42
1cc3d635-aefe-4faf-93c9-ab1eec036b0a,6eedfe80-e252-41dc-b1b8-39024620b180,CAT 336 Excavator,CAT 336,Excavator,Excavator-Small,EXC-CC688JB,2018,available,79.7,2129.43,266.18,14.540104,74.939785,5200.1,506.4,24.8,33.2,318.0,2026-07-29,2026-12-19,2026-01-19T21:01:39
cb415840-0767-41a7-9e53-940076a20c84,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Large,COM-DV470PC,2020,maintenance,73.3,988.96,123.62,21.448083,84.027155,95.8,240.0,17.2,,188.0,2026-07-29,2027-01-14,2026-03-12T16:02:19
88d7e337-41aa-4812-844b-378d2431f882,6df896d4-0bf0-427a-bb13-fd7605254905,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Small,COM-UE781LM,2021,available,74.0,575.84,71.98,17.62416,87.617845,932.9,286.3,10.8,,138.0,2026-07-29,2026-11-06,2025-05-02T07:32:18
a9e38bd8-e35b-4740-b5c2-b93b3a27b433,6eedfe80-e252-41dc-b1b8-39024620b180,CAT C15 Generator,CAT C15,Generator,Generator-Medium,GEN-IE324WS,2018,available,100.0,698.52,87.31,14.338102,75.578945,1715.5,267.0,7.1,,328.0,2026-07-29,2026-09-02,2025-09-13T07:13:58
abe2f647-9c83-4219-b21e-d12d64d78f73,435422c3-08e5-4ecd-b663-9e664da0afaa,Tadano GR-1000 Crane,Tadano GR-1000,Crane,Crane-Large,CRA-PY833BJ,2024,available,83.3,4404.17,550.52,23.81805,81.771021,2375.3,482.8,37.6,184.9,428.0,2026-07-29,2026-10-19,2025-06-29T14:21:32
41cb35e1-5085-4091-95b7-1fb9522f7a08,6df896d4-0bf0-427a-bb13-fd7605254905,Tadano GR-1000 Crane,Tadano GR-1000,Crane,Crane-Large,CRA-HB048AG,2018,rented,89.5,1709.01,213.63,18.164284,87.342924,1923.9,796.1,42.0,129.6,413.0,2026-07-29,2026-11-20,2026-04-25T12:48:57
64da132c-25da-4c0a-9389-d185cb4c0ecc,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT 336 Excavator,CAT 336,Excavator,Excavator-Small,EXC-XF439HG,2017,available,87.9,2323.33,290.42,13.276532,85.807789,2900.7,382.9,39.6,25.5,331.0,2026-07-29,2026-09-30,2024-11-21T21:17:31
bb7743e5-e6a4-4456-b11e-b3eaaa5202b1,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT 950 Loader,CAT 950,Loader,Loader-Small,LOA-KD617KP,2017,available,65.0,1700.98,212.62,23.502408,81.949865,1270.2,472.5,25.6,10.9,201.0,2026-07-29,2026-08-31,2026-01-05T05:35:56
60bd7bca-1222-4895-9831-63ce2ac7cfe8,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Large,COM-AM385EE,2017,available,76.5,1008.87,126.11,23.566171,82.428948,1078.3,344.3,16.2,,193.0,2026-07-29,2026-11-03,2024-02-09T18:15:57
ea5a8568-841c-4fe4-9e7f-ce0814f895b1,6df896d4-0bf0-427a-bb13-fd7605254905,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Medium,FOR-WM945KC,2016,available,69.8,226.34,28.29,17.658392,87.206257,1701.2,94.6,3.2,7.1,119.0,2026-07-29,2026-12-27,2024-06-11T16:38:59
d0c23b9c-6b14-4725-a4d2-11a696255f20,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Volvo L120 Loader,Volvo L120,Loader,Loader-Small,LOA-SB933IN,2023,maintenance,78.7,1124.4,140.55,13.022899,85.565724,901.5,405.6,29.7,12.9,291.0,2026-07-29,2026-10-23,2025-10-26T22:41:11
fb8e252b-b60a-4ca7-93ef-511390a4a69b,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Medium,DUM-CX696WL,2015,retired,83.0,1377.9,172.24,22.095148,83.878399,9666.8,448.5,36.9,55.1,399.0,2026-07-29,2026-09-12,2025-01-21T20:09:55
ca7dd2bf-29f2-4101-8195-169b7fad2b90,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Small,FOR-JI529VN,2022,available,81.5,499.34,62.42,23.224006,81.488915,4430.3,105.0,7.6,3.4,94.0,2026-07-29,2026-12-19,2026-01-27T19:24:50
4f34ffa7-ace4-4f0b-9d42-9f6c63de233b,6eedfe80-e252-41dc-b1b8-39024620b180,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Large,COM-XL726KL,2016,available,60.0,476.32,59.54,14.425,74.869088,3915.4,272.1,16.6,,112.0,2026-07-29,2026-09-29,2023-12-01T23:59:39
bd8a6a23-7708-4053-a7fd-05e7c8f03798,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Large,COM-ES244TJ,2024,available,77.9,785.24,98.16,13.064782,85.583364,2156.8,204.9,10.6,,144.0,2026-07-29,2027-01-10,2025-05-22T14:15:14
d7a5d25c-f62d-4c8b-93eb-b9c95a477694,6eedfe80-e252-41dc-b1b8-39024620b180,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Small,FOR-ZO320TR,2016,rented,87.2,431.79,53.97,14.570139,75.255522,14655.6,139.3,7.5,7.3,118.0,2026-07-29,2027-01-16,2023-09-13T19:20:27
aa86ae3f-9268-4b77-87ec-6c368c37f7b0,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Medium,FOR-JF610AI,2018,available,81.2,770.28,96.28,21.699462,83.557703,995.9,120.6,5.6,6.6,70.0,2026-07-29,2026-12-11,2025-02-26T13:22:30
28b84260-56db-4680-a729-a993e1b6db97,435422c3-08e5-4ecd-b663-9e664da0afaa,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Large,FOR-MS549HP,2016,available,75.2,735.53,91.94,23.631351,82.260243,8781.8,113.3,5.5,3.2,91.0,2026-07-29,2026-11-16,2023-10-08T21:41:42
