id,equipment_id,event_type,severity,title,description,is_acknowledged,acknowledged_by,event_time,created_at
2cb6e85e-b755-43ec-a4fd-a2b4282caa42,851c4755-6988-422f-a3f4-87f4ac5ebbe1,unauthorized_movement,info,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on CAT CS56 Compactor,True,Alexis York,2026-07-30T15:16:38,2026-07-30T15:15:56
355ce4f3-a354-4f85-bfdc-f9c6361d5bbe,01194123-b1ee-4dc5-a5b2-846bba440301,health_alert,info,Health Alert Alert,Automated alert: health alert detected on Liebherr LTM 1100 Crane,True,,2026-07-30T15:19:24,2026-07-30T15:16:04
f40a8e7f-15ce-4d9d-9257-95d0d91eb4bf,39cbbc93-29f2-4e0d-ba49-2ad2f95c25a6,fuel_low,info,Fuel Low Alert,Automated alert: fuel low detected on Liebherr LTM 1100 Crane,True,Sandra Davis,2026-07-30T15:19:30,2026-07-30T15:16:28
977412a2-822d-4979-8ccd-ab2950405d16,78ce709c-5436-4dde-9ef7-3ca60af13b8a,excessive_idle,warning,Excessive Idle Alert,Automated alert: excessive idle detected on CAT 320 Excavator,False,,2026-07-30T15:14:02,2026-07-30T15:14:26
dea7ed01-15b3-4f9f-9091-aaf6cd8ea6ac,ad93f44d-9ddc-4672-855d-100cd24c8b51,speed_violation,critical,Speed Violation Alert,Automated alert: speed violation detected on Volvo A40 Dump Truck,True,Bryce Lewis,2026-07-30T15:18:26,2026-07-30T15:18:32
0251a8aa-a199-4947-a5d6-21eeab665210,8c452087-0c9b-400b-96f8-f88881baa3f3,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on Hyster H80FT Forklift,False,Edward James,2026-07-30T15:17:54,2026-07-30T15:15:38
acacb917-0a96-4b79-8f2c-663a4de18647,9522cc74-7330-47e0-bbb8-9b4e4146c7ee,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on Manitowoc 999 Crane,True,Christina Torres,2026-07-30T15:15:58,2026-07-30T15:15:55
1f55be2e-8ccc-4060-ae89-df95e4a70118,6b796415-a9d1-4dcf-a741-7215722556e2,unauthorized_movement,info,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on Volvo A40 Dump Truck,True,Kristin Pennington,2026-07-30T15:19:08,2026-07-30T15:19:01
3831c9c5-7186-448d-bcef-9bac6773ac3b,f65bd9f5-b41b-48b3-8d2c-b1e53f73cb7d,fuel_low,critical,Fuel Low Alert,Automated alert: fuel low detected on Tadano GR-1000 Crane,True,Melissa Lawson,2026-07-30T15:17:00,2026-07-30T15:18:56
705f5bbc-33dd-4f6d-83de-6d0b272cfb56,30c0e668-7f1d-4cb6-be47-028c51896cb2,maintenance_due,info,Maintenance Due Alert,Automated alert: maintenance due detected on Volvo L120 Loader,False,,2026-07-30T15:19:07,2026-07-30T15:17:19
cc5451be-55db-40b9-9fa0-fb3ed2e1917f,935b1873-fbf8-4f72-96ae-ddd1ab57c7fa,excessive_idle,warning,Excessive Idle Alert,Automated alert: excessive idle detected on CAT D8 Bulldozer,True,Megan Campbell,2026-07-30T15:17:32,2026-07-30T15:16:36
dabda3c0-04f4-4bbd-aab8-4e342f0af364,bed544c7-5670-4b80-964c-5b67f3692df4,fuel_low,info,Fuel Low Alert,Automated alert: fuel low detected on MTU 12V4000 Generator,True,Dr. Jeffrey Smith,2026-07-30T15:16:06,2026-07-30T15:18:28
3badcda3-34e7-48e3-94c5-4178b1716450,d3aedb65-f345-4516-81cd-64256c51af14,fuel_low,warning,Fuel Low Alert,Automated alert: fuel low detected on John Deere 850K Bulldozer,True,Richard White,2026-07-30T15:15:53,2026-07-30T15:19:24
4abcc160-aee6-46c5-b83e-5b83ce3bc03c,9e63695f-0c10-4a4b-a2e3-87826df60aaa,unauthorized_movement,info,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on MTU 12V4000 Generator,True,Miranda Fuller,2026-07-30T15:16:05,2026-07-30T15:16:45
20cd1b31-8c3f-4030-b1c6-029f7a911de4,33ffa60c-2ebd-487f-8318-07cb7362b922,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on CAT 950 Loader,True,,2026-07-30T15:14:28,2026-07-30T15:14:44
3ca79464-2349-4c10-a513-5d3ebfc0f2aa,4ec86e45-045e-43bc-a4e6-35044558bc5f,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Volvo EC220 Excavator,True,,2026-07-30T15:17:51,2026-07-30T15:15:43
d5a639aa-41c8-4ef9-96b4-e4a040d84dc6,ee728683-9a28-4358-bf02-a91e1797df03,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on CAT 770 Dump Truck,True,Paul Walker,2026-07-30T15:15:57,2026-07-30T15:17:44
c501c376-a03e-4298-806c-ab662abd6ca8,fb6f7959-a44e-4091-a788-e0f162cf8991,battery_low,critical,Battery Low Alert,Automated alert: battery low detected on CAT 950 Loader,True,Kathryn Miller,2026-07-30T15:14:45,2026-07-30T15:18:15
11a233ff-4a5f-4010-83f6-3bc20931edf8,6af0c8ad-c01b-4298-8b67-49018447806d,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on Komatsu PC200 Excavator,True,Alex Michael,2026-07-30T15:17:24,2026-07-30T15:18:14
8bc3e1bd-bf6c-47a6-8bc5-b73578c7b2ea,34c219a5-e49e-4859-9f98-400ca757f93b,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on CAT 966 Loader,True,,2026-07-30T15:16:02,2026-07-30T15:14:53
a21ff536-4d6e-4c06-b611-cca11a54d73b,e6b3a4a2-f5b4-4b1e-93fa-51ce22d4746f,unauthorized_movement,info,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on Dynapac CA3500 Compactor,True,Melissa Mitchell,2026-07-30T15:18:08,2026-07-30T15:14:08
e56f1cb2-5124-48a8-bbc1-ec6d7ce53667,f0121863-a9db-450f-87c7-7ceb72d128e3,geofence_breach,info,Geofence Breach Alert,Automated alert: geofence breach detected on CAT CS56 Compactor,True,Janice Smith,2026-07-30T15:18:46,2026-07-30T15:15:06
f6f02be8-0df4-4489-928f-09d62cddad6f,c593ee73-0689-4d04-a699-86c34890d29b,maintenance_due,warning,Maintenance Due Alert,Automated alert: maintenance due detected on Toyota 8FGU25 Forklift,True,Amanda Blair,2026-07-30T15:18:10,2026-07-30T15:18:47
7b467958-d1bd-4706-9a6f-b5470957963f,815d7246-1521-445a-a263-10529652cda7,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on Volvo L120 Loader,True,Jason Saunders,2026-07-30T15:18:56,2026-07-30T15:14:46
e97bddb4-8ea9-4a12-8d00-22c84ad5fe12,215e05b6-85bb-4941-850d-7f4508c4201b,geofence_breach,warning,Geofence Breach Alert,Automated alert: geofence breach detected on Komatsu D65 Bulldozer,True,Carl Reyes,2026-07-30T15:19:29,2026-07-30T15:15:18
9d658e31-6a88-49ae-a99e-3aee645be242,ce450d7c-8744-4bea-b762-ae5dea8c17fa,battery_low,critical,Battery Low Alert,Automated alert: battery low detected on Bomag BW 213 Compactor,True,Savannah Floyd,2026-07-30T15:18:37,2026-07-30T15:14:55
7cae55cd-1c89-4795-8997-c0938be72460,949f1670-da08-4a43-9030-bfabbedb1e17,health_alert,info,Health Alert Alert,Automated alert: health alert detected on Dynapac CA3500 Compactor,True,Christopher Calderon,2026-07-30T15:14:25,2026-07-30T15:17:29
21044c18-0c3a-4b8d-9aba-d08488413755,47665766-7fef-4c04-bbf4-9c08b872b5b5,health_alert,critical,Health Alert Alert,Automated alert: health alert detected on Tadano GR-1000 Crane,True,Cody Holloway,2026-07-30T15:18:59,2026-07-30T15:14:23
91c4cff5-242a-4c92-8b03-6c6eaa7f08b5,6d59c162-5c67-4eef-9d4a-829c079728ac,engine_overheat,critical,Engine Overheat Alert,Automated alert: engine overheat detected on Perkins 4008 Generator,False,Timothy Evans,2026-07-30T15:17:02,2026-07-30T15:14:00
af6638b3-747d-465a-bfa1-6ec9ef92cec9,ce7afa67-1d23-44f2-9672-c87922da13c0,battery_low,info,Battery Low Alert,Automated alert: battery low detected on John Deere 850K Bulldozer,True,Emily Wright,2026-07-30T15:18:41,2026-07-30T15:18:36
49158563-066f-4b76-956c-12abbfefbdfa,499abaa9-c7a5-44f5-a672-40edf44782fe,speed_violation,critical,Speed Violation Alert,Automated alert: speed violation detected on Komatsu D65 Bulldozer,True,Mary Cantrell,2026-07-30T15:16:24,2026-07-30T15:18:49
3a23ee13-a77d-42ba-89da-d98b8d78a9a4,3a9cde6d-e056-4ade-9d29-f486f14a5d19,excessive_idle,warning,Excessive Idle Alert,Automated alert: excessive idle detected on Volvo EC220 Excavator,True,,2026-07-30T15:14:22,2026-07-30T15:18:30
7a235eba-63c5-48de-9db8-9459668d6998,87113b1c-6af7-4c58-a71e-1e9fa077fa22,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Komatsu D65 Bulldozer,True,Anna Hernandez,2026-07-30T15:16:43,2026-07-30T15:14:07
4b1ab1d2-6092-4018-84e2-7936257e6414,771c0b78-dd33-4ba3-afd4-4c7825793e20,overload_detected,critical,Overload Detected Alert,Automated alert: overload detected detected on CAT D8 Bulldozer,True,,2026-07-30T15:17:27,2026-07-30T15:18:02
bbae8ea0-2c0f-4b3d-b1f9-1ea2c5eee17b,852e4a80-b7b2-435c-bf30-b16536ea934d,geofence_breach,warning,Geofence Breach Alert,Automated alert: geofence breach detected on Manitowoc 999 Crane,True,Christine Sampson,2026-07-30T15:19:28,2026-07-30T15:19:01
74f220cc-7e79-41d3-9244-6d7306b00d2d,91eb547c-4954-4ad6-a700-7fbda71130ab,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on Hamm HD 120 Compactor,False,,2026-07-30T15:17:56,2026-07-30T15:16:21
5fbda345-7357-46fa-a0b1-bfe09d4dc5f1,2407b3e1-e827-4934-b475-37ac8507d2b5,engine_overheat,warning,Engine Overheat Alert,Automated alert: engine overheat detected on CAT 740 Dump Truck,True,Larry Morales,2026-07-30T15:15:00,2026-07-30T15:15:31
4db2c36f-3743-43c0-b80b-5986fbec1b16,28b84260-56db-4680-a729-a993e1b6db97,unauthorized_movement,info,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on Yale GLP060VX Forklift,False,John Reed,2026-07-30T15:19:18,2026-07-30T15:18:53
77c2c217-d960-41f4-b8e1-f2043bcd874d,d2584ead-1d44-4d81-8161-00e63f18b141,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Volvo EC220 Excavator,True,Evan Johnson,2026-07-30T15:19:57,2026-07-30T15:15:32
f721891d-bd50-4b60-b9b8-188f0e453935,ba6b37b1-895d-4f40-b998-5068b695a990,health_alert,info,Health Alert Alert,Automated alert: health alert detected on CAT CS56 Compactor,True,Angela Benson,2026-07-30T15:19:56,2026-07-30T15:14:41
397af6d5-aed8-46fc-b765-018dfc4356a1,2ab932e1-c4fd-4896-959e-68103ceed44c,battery_low,warning,Battery Low Alert,Automated alert: battery low detected on Volvo A40 Dump Truck,True,Melissa Thompson,2026-07-30T15:18:39,2026-07-30T15:18:59
6d10ca65-34a9-41b4-96ee-68b5844ee193,9238ff1c-1a62-41b7-931f-170b0ad7e1d5,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on CAT 950 Loader,True,Alisha Martin,2026-07-30T15:17:42,2026-07-30T15:15:40
5e7eb66d-11db-45de-836a-12dd4ce3db92,028a6f52-add2-4c7a-b7a3-a9c22ddb4879,overload_detected,critical,Overload Detected Alert,Automated alert: overload detected detected on Komatsu PC200 Excavator,True,Michael Evans,2026-07-30T15:17:48,2026-07-30T15:15:49
6cd9d71b-0462-4b06-8c33-d407a1fff240,3ccc9093-50a4-4700-9fe0-a226f1dce9ed,geofence_breach,critical,Geofence Breach Alert,Automated alert: geofence breach detected on Link-Belt TCC-750 Crane,True,Charles Buchanan,2026-07-30T15:19:16,2026-07-30T15:14:40
6512717d-d450-4dab-ad7c-358bd70affb0,0e23fea6-ff21-41cd-8b6a-4f609072d564,fuel_low,emergency,Fuel Low Alert,Automated alert: fuel low detected on CAT 770 Dump Truck,True,,2026-07-30T15:19:35,2026-07-30T15:15:08
e272c0dd-7735-4994-b998-4eb55281e638,ac011735-15ee-414b-a410-0d9a5782e731,fuel_low,warning,Fuel Low Alert,Automated alert: fuel low detected on Cummins QSX15 Generator,True,Zachary Robertson,2026-07-30T15:16:15,2026-07-30T15:18:10
ea1ef0ae-5eb7-4106-8e64-0ad068458acb,87113b1c-6af7-4c58-a71e-1e9fa077fa22,battery_low,critical,Battery Low Alert,Automated alert: battery low detected on Komatsu D65 Bulldozer,True,Miranda Hale,2026-07-30T15:17:26,2026-07-30T15:14:13
151e2919-7d35-44e4-ae0d-5461ec8af714,950d7a86-1092-4549-af29-be32132f5e1c,overload_detected,critical,Overload Detected Alert,Automated alert: overload detected detected on Komatsu WA320 Loader,True,Randall Johnson,2026-07-30T15:19:02,2026-07-30T15:14:51
3648b6d4-7ab9-4342-b40e-2b24a43df75b,c69a04bd-a2d0-41a8-8fd8-fda8e023cd14,overload_detected,info,Overload Detected Alert,Automated alert: overload detected detected on Yale GLP060VX Forklift,False,Timothy Miller,2026-07-30T15:16:26,2026-07-30T15:17:30
259831b8-1486-4913-9bb8-02eb2d25651c,af58a6fb-0ce2-46f6-b3bf-efc4035d16dc,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on CAT 966 Loader,True,Adam Bass,2026-07-30T15:15:02,2026-07-30T15:18:28
fe068ba9-3a77-4726-ba75-0a1165e6d495,1bb9682d-623b-450f-ad8d-c9a04db6b5c1,geofence_breach,warning,Geofence Breach Alert,Automated alert: geofence breach detected on Komatsu PC200 Excavator,True,,2026-07-30T15:16:40,2026-07-30T15:16:15
f718af46-5914-4de6-af21-f0b853b49fc5,1e848229-19cd-43bf-a961-c1ef07db203b,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on Hyster H80FT Forklift,False,Misty Ryan DVM,2026-07-30T15:15:25,2026-07-30T15:19:02
c049ad23-a626-48ca-a950-1848c7b94ad4,0abb0243-dd38-43f9-add4-d20593b6fd27,geofence_breach,emergency,Geofence Breach Alert,Automated alert: geofence breach detected on CAT CS56 Compactor,True,Brittany Grimes,2026-07-30T15:13:59,2026-07-30T15:15:06
2aec7612-51c2-4058-a732-4f6f94ab6cdb,7bc3cbca-b4c9-45c2-9c98-9a7c8435a94a,geofence_breach,warning,Geofence Breach Alert,Automated alert: geofence breach detected on Komatsu HM400 Dump Truck,True,Richard Harris,2026-07-30T15:18:21,2026-07-30T15:18:56
e8024c20-2cfc-4fee-a018-e8695ae19a6c,6362aa13-f90b-43d0-8f04-4e1394a1b586,geofence_breach,critical,Geofence Breach Alert,Automated alert: geofence breach detected on Dynapac CA3500 Compactor,True,,2026-07-30T15:14:39,2026-07-30T15:18:05
f4b99113-3403-4859-8afd-e4c1e38ade49,d9dd841f-e1c8-4fa2-9e98-9cedb88adcee,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on CAT D6 Bulldozer,True,,2026-07-30T15:16:39,2026-07-30T15:19:38
17958ab6-8086-433f-9c00-d99cf0af398e,e8c59ca6-861d-4ed9-a892-b645beecb81b,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on Toyota 8FGU25 Forklift,True,,2026-07-30T15:14:04,2026-07-30T15:19:03
90183e82-d588-4ee3-a3dc-9d3c1ab92438,e3540d48-62ca-4f91-b4b8-6c2922c8c5bb,fuel_low,info,Fuel Low Alert,Automated alert: fuel low detected on Volvo L120 Loader,True,Deborah King,2026-07-30T15:16:17,2026-07-30T15:16:30
457d1cd3-74b6-4b5d-8195-e80f4aeb5117,3ccab184-a3f8-442d-b964-3f31eef59ba8,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on Tadano GR-1000 Crane,True,,2026-07-30T15:15:28,2026-07-30T15:15:47
a9ff6d98-b14a-413b-a1d2-c31dbf5d2df2,9c0cc10b-8f2f-493e-a13a-05b08677a89d,overload_detected,info,Overload Detected Alert,Automated alert: overload detected detected on Komatsu HM400 Dump Truck,True,,2026-07-30T15:18:29,2026-07-30T15:19:00
ad3eab17-e38d-419d-8d68-bd281e36190e,6e44437b-ad21-4b20-a55d-80f42517c315,maintenance_due,warning,Maintenance Due Alert,Automated alert: maintenance due detected on Cummins QSX15 Generator,True,Sara Tran,2026-07-30T15:17:19,2026-07-30T15:15:41
2fd6cd90-0d83-49b8-86b6-341c448076fc,cdf2f5ec-4498-46da-a6ad-4427ae17d93e,battery_low,critical,Battery Low Alert,Automated alert: battery low detected on CAT 740 Dump Truck,False,Frank Beard,2026-07-30T15:16:04,2026-07-30T15:14:08
ada034fc-c7c0-409c-ad49-d151c193dc7d,430ede0b-bf08-4d46-87e1-b8fd96521518,battery_low,info,Battery Low Alert,Automated alert: battery low detected on Volvo A40 Dump Truck,True,,2026-07-30T15:18:33,2026-07-30T15:17:55
1b9bbd2d-385e-442e-a973-f1c2b31ad1ef,3be583ce-8dbc-4aa2-938b-b5e0b630c9d7,fuel_low,info,Fuel Low Alert,Automated alert: fuel low detected on CAT 320 Excavator,True,,2026-07-30T15:18:27,2026-07-30T15:14:32
cbc616cc-9b4b-4bdf-955a-3ab48febe629,6bb78ee8-3ddc-48f2-84a1-18a349930a02,battery_low,info,Battery Low Alert,Automated alert: battery low detected on Komatsu PC200 Excavator,False,Ernest Long,2026-07-30T15:19:27,2026-07-30T15:16:18
6032ff84-0cd9-4bb9-b53e-fc0f8b36109c,e8c59ca6-861d-4ed9-a892-b645beecb81b,excessive_idle,warning,Excessive Idle Alert,Automated alert: excessive idle detected on Toyota 8FGU25 Forklift,True,Paul Holder,2026-07-30T15:17:38,2026-07-30T15:14:51
d35a8460-3f9b-4a94-9dcc-961b9088efd7,64c0e7f6-be13-41da-8422-adf86c400857,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on CAT 320 Excavator,True,Linda Rowe,2026-07-30T15:19:35,2026-07-30T15:16:19
051cbf61-5632-4908-8cfb-6fd63653b0bd,5fd4af87-edfd-4e79-852e-23e9c5f701cf,health_alert,info,Health Alert Alert,Automated alert: health alert detected on CAT CS56 Compactor,True,Joseph Beck,2026-07-30T15:14:46,2026-07-30T15:16:36
6e13e424-fdcf-45da-8b7f-bf92f3795e8d,e9c48846-1477-402e-a082-7422aff333ad,geofence_breach,critical,Geofence Breach Alert,Automated alert: geofence breach detected on Komatsu HM400 Dump Truck,True,Cathy Clark,2026-07-30T15:14:59,2026-07-30T15:17:45
6abcddfa-440f-45fe-9234-c67e385bbcef,d3aedb65-f345-4516-81cd-64256c51af14,speed_violation,critical,Speed Violation Alert,Automated alert: speed violation detected on John Deere 850K Bulldozer,True,Stanley Terry,2026-07-30T15:15:37,2026-07-30T15:15:06
dbb9574c-3b0d-40cc-97e8-992e7f74bb7d,c6a31ae8-8714-4f06-b1e0-3053795ec697,maintenance_due,critical,Maintenance Due Alert,Automated alert: maintenance due detected on Komatsu D65 Bulldozer,True,Christine Nichols,2026-07-30T15:17:05,2026-07-30T15:14:54
4fdeef11-1db5-4b9d-8d6a-0d3d37eaa352,3cb8c715-e268-4bba-bf03-53486ae7c127,unauthorized_movement,critical,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on Yale GLP060VX Forklift,True,,2026-07-30T15:17:56,2026-07-30T15:15:10
bf698d50-a01f-41ae-88d8-6a49143d5db2,2773ef9f-ae14-4f4d-bb2c-52b34e45a83d,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Link-Belt TCC-750 Crane,True,Diane Martinez,2026-07-30T15:15:51,2026-07-30T15:19:03
48c7f634-a87a-437f-97ab-fa6208a791a5,d47eca91-9b10-4616-a8ac-c4a615f58553,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on Komatsu HM400 Dump Truck,True,Michael Johnson,2026-07-30T15:14:35,2026-07-30T15:17:31
18f7e647-3894-43f5-9df3-16b62478d0e0,7a484d66-c096-48a2-b5ca-78f101e878b5,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on Yale GLP060VX Forklift,True,Amanda Chase,2026-07-30T15:18:53,2026-07-30T15:19:33
748eeb65-c85f-48b1-a397-76886b1b11b7,f9271522-1a5c-4203-a2a8-d50621be7417,speed_violation,warning,Speed Violation Alert,Automated alert: speed violation detected on Komatsu WA320 Loader,True,Emily Garcia,2026-07-30T15:19:56,2026-07-30T15:18:28
b47497fe-4ad6-4c79-b9ca-1a22960a911d,d024093d-cb09-4d73-8df9-85052f0d96b9,battery_low,info,Battery Low Alert,Automated alert: battery low detected on CAT CS56 Compactor,True,,2026-07-30T15:18:10,2026-07-30T15:19:15
3d069375-af40-44fc-a03a-110b2a20a16f,65fdf9fc-778b-41a5-87a7-d6fb5a7b8c38,battery_low,warning,Battery Low Alert,Automated alert: battery low detected on Bomag BW 213 Compactor,True,,2026-07-30T15:15:14,2026-07-30T15:19:08
a92d703e-0786-4667-84dd-a1644434ed03,3a76d8e4-e510-4b2d-af15-231bf99e8c49,battery_low,info,Battery Low Alert,Automated alert: battery low detected on Volvo A40 Dump Truck,True,,2026-07-30T15:16:35,2026-07-30T15:14:43
850b7265-a7d5-44cc-bc0d-b326cc172d6a,207765ff-11bf-4aa6-9f0d-278560a93eee,geofence_breach,warning,Geofence Breach Alert,Automated alert: geofence breach detected on Link-Belt TCC-750 Crane,False,Jonathan Sharp,2026-07-30T15:14:31,2026-07-30T15:18:34
75bd7700-45e2-49fe-8d35-e88521bdfa2c,010cddd3-f65f-4f22-9b62-738a8c09e451,battery_low,critical,Battery Low Alert,Automated alert: battery low detected on Link-Belt TCC-750 Crane,False,Amanda Rose MD,2026-07-30T15:19:30,2026-07-30T15:18:17
5cf43fa5-b644-4f02-ac91-bc157b5c7f8d,d38182d3-7ec9-41ee-9d28-5cc0e6891e45,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on Hamm HD 120 Compactor,False,,2026-07-30T15:16:51,2026-07-30T15:14:24
48662cce-2c0d-42b1-981c-38aadef9c4ef,81c0302e-89de-45fb-adf7-ccee6ebec7fc,maintenance_due,warning,Maintenance Due Alert,Automated alert: maintenance due detected on CAT D6 Bulldozer,True,Thomas Yoder,2026-07-30T15:18:21,2026-07-30T15:19:55
3ccd29e7-5307-4623-842a-96713f17e36a,e5f9c625-ef35-4d40-b589-e5e8c7796840,maintenance_due,info,Maintenance Due Alert,Automated alert: maintenance due detected on CAT C15 Generator,False,Sara Thomas,2026-07-30T15:14:55,2026-07-30T15:16:51
8f669427-19f0-4edf-98ca-130fa6b10802,c69a04bd-a2d0-41a8-8fd8-fda8e023cd14,fuel_low,info,Fuel Low Alert,Automated alert: fuel low detected on Yale GLP060VX Forklift,True,,2026-07-30T15:15:48,2026-07-30T15:16:04
0a53ba8f-2fa3-4e4f-b828-2704bc16f930,dd56e682-c874-40c4-ad19-d047d8dfd8dc,overload_detected,critical,Overload Detected Alert,Automated alert: overload detected detected on Perkins 4008 Generator,True,Kathleen Rowland,2026-07-30T15:17:29,2026-07-30T15:14:29
58928406-db59-46fd-a10b-b4185afe17a1,327125e1-ed4e-4a6f-91db-4e8dee4083cd,battery_low,warning,Battery Low Alert,Automated alert: battery low detected on John Deere 850K Bulldozer,False,William Robles,2026-07-30T15:18:45,2026-07-30T15:17:54
22ed1630-f3f1-49aa-9643-599dded9a2be,edd08cfa-27bd-43ea-a9de-619405ee2af8,battery_low,warning,Battery Low Alert,Automated alert: battery low detected on MTU 12V4000 Generator,True,,2026-07-30T15:15:39,2026-07-30T15:16:14
80847422-2246-4bd2-812a-c79a7a15c45e,3a9cde6d-e056-4ade-9d29-f486f14a5d19,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Volvo EC220 Excavator,True,,2026-07-30T15:14:49,2026-07-30T15:14:15
6000a842-526d-44ed-838e-c3820cd24c9b,815d7246-1521-445a-a263-10529652cda7,fuel_low,critical,Fuel Low Alert,Automated alert: fuel low detected on Volvo L120 Loader,True,James Morales,2026-07-30T15:15:33,2026-07-30T15:17:20
b2a8cd2a-c814-4df1-928e-890d004062f1,01194123-b1ee-4dc5-a5b2-846bba440301,overload_detected,emergency,Overload Detected Alert,Automated alert: overload detected detected on Liebherr LTM 1100 Crane,True,Brenda Lee,2026-07-30T15:19:25,2026-07-30T15:17:33
92bdbedd-595b-40c7-a325-8dfe5894ba4f,25625f85-61ca-454c-8800-9442a81efa83,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on John Deere 850K Bulldozer,True,Jennifer Johnson,2026-07-30T15:18:07,2026-07-30T15:18:57
b1f85933-21a8-4ae3-9152-df1e184b519e,9d052e8a-eecf-4b45-87e3-ae797d253684,battery_low,warning,Battery Low Alert,Automated alert: battery low detected on Komatsu WA320 Loader,False,Emily Higgins,2026-07-30T15:15:39,2026-07-30T15:19:15
83185a8a-909f-4f08-8c37-de7d8b075b45,0abb0243-dd38-43f9-add4-d20593b6fd27,overload_detected,emergency,Overload Detected Alert,Automated alert: overload detected detected on CAT CS56 Compactor,True,Colton Smith,2026-07-30T15:18:47,2026-07-30T15:17:13
2c3b0f02-0f32-4d3e-acf7-78817b42e346,29465baa-6f23-48da-85e3-203b66243ba6,overload_detected,info,Overload Detected Alert,Automated alert: overload detected detected on Yale GLP060VX Forklift,True,Michael Robles,2026-07-30T15:14:05,2026-07-30T15:15:54
4c715886-cbf9-4c49-bc2c-7de2bccf02b1,e5f9c625-ef35-4d40-b589-e5e8c7796840,unauthorized_movement,critical,Unauthorized Movement Alert,Automated alert: unauthorized movement detected on CAT C15 Generator,True,Mary Williams,2026-07-30T15:15:29,2026-07-30T15:19:02
1b78ae12-2a59-44fa-965f-eabcaaff97d0,a9e38bd8-e35b-4740-b5c2-b93b3a27b433,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on CAT C15 Generator,True,Daniel Mcdaniel,2026-07-30T15:15:32,2026-07-30T15:18:04
728f3f59-26a7-495f-b00b-6083aec716d8,e4269275-0324-471a-a492-bfe7425a20ab,engine_overheat,info,Engine Overheat Alert,Automated alert: engine overheat detected on Yale GLP060VX Forklift,True,Brandi Flores,2026-07-30T15:17:31,2026-07-30T15:15:05
cb01151c-ba26-43a4-9ae4-7a8f7c8c7e42,be89a59d-5eb8-497f-a10f-fafd276fc398,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on Yale GLP060VX Forklift,True,Bobby Patterson,2026-07-30T15:18:57,2026-07-30T15:15:02
eb91f70c-dc9f-4773-a3c9-fdf7d362bd61,b6fddce9-34b6-4d7e-9a08-ec7ea6fe4fe1,health_alert,warning,Health Alert Alert,Automated alert: health alert detected on CAT DP50 Forklift,False,Reginald George,2026-07-30T15:15:22,2026-07-30T15:19:03
e1db5d19-5444-4bbb-ac6a-77aa8369bea8,6d59c162-5c67-4eef-9d4a-829c079728ac,overload_detected,warning,Overload Detected Alert,Automated alert: overload detected detected on Perkins 4008 Generator,False,Barbara Gutierrez,2026-07-30T15:17:31,2026-07-30T15:17:36
47671e46-1ef0-4d14-8f71-0b0346a79418,a8220478-cf40-4301-a193-b84351b99eac,excessive_idle,info,Excessive Idle Alert,Automated alert: excessive idle detected on Yale GLP060VX Forklift,False,,2026-07-30T15:16:02,2026-07-30T15:16:54
87c70bca-6f1b-47c9-a0d8-3c0322438f30,a1a9e320-e0f1-44dc-a190-0bd5bc77388c,speed_violation,info,Speed Violation Alert,Automated alert: speed violation detected on CAT 330 Excavator,True,Gregory Torres,2026-07-30T15:18:34,2026-07-30T15:14:53
